"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"714",197,27,633,"Circus Minimus",6.39188,2.1481,2000
"715",92,10,162,"Mausoleum",4.5587,1.4,2000
"716",1193,112,2863,"Feudal",5.97096,2.2411,1967
"717",68,5,160,"Tip Tap",5.70588,1,1999
"718",77,10,132,"Pop Belly",5.31039,1.3,1999
"719",290,30,362,"...und tschüss!",6.43628,1.3,1997
"720",694,68,1144,"Doge",6.52311,2.5588,2000
"721",2974,359,4224,"Java",7.03347,3.4011,2000
"722",79,4,171,"New York, New York",5.53418,1.5,1989
"723",131,15,299,"Titanic: Der Mythos",5.44733,1.0667,1998
"724",67,6,133,"Blindes Huhn",5.35373,1.1667,1997
"725",2312,217,3209,"Illuminati",6.19011,2.4931,1982
"726",45,10,188,"Scotland the Brave",5.65556,2.5,1998
"727",386,45,871,"Weapons and Warriors:  Castle Combat Set",5.8128,1.2667,1993
"728",874,86,1367,"Mage Knight",6.06762,2.3605,2000
"729",190,28,365,"Landslide",6.10868,1.4286,1971
"730",160,16,412,"Lie, Cheat & Steal",5.29375,1.375,1971
"731",226,10,330,"Morisi",6.50929,2.1,2000
"732",436,45,549,"Bongo!",6.10071,1.4,2000
"733",503,83,804,"Empires of the Ancient World",6.60815,2.9759,2000
"734",70,14,127,"Fire",6.09643,1.1429,1996
"735",575,76,653,"M",6.42221,1.9605,2000
"736",30,3,62,"Offline",5.96667,2.6667,2000
"737",11,1,28,"Pythago",4.31818,1,2000
"738",2485,318,3452,"Roads & Boats",7.76255,4.195,1999
"739",85,2,155,"Tennis Masters",5.78235,2,2000
"740",133,12,261,"Troia",5.58684,1.9167,2000
"741",3548,360,4788,"Wyatt Earp",6.87055,1.8417,2001
"742",38,3,69,"Derby",6.12237,1.6667,2000
"743",1610,186,2087,"Ivanhoe",6.5534,1.6129,2000
"744",639,76,1082,"Way Out West",6.16928,2.6053,2000
"745",69,8,127,"Der Garten des Sonnenkönigs",5.9471,2.5,1996
"746",53,8,105,"Real Action Stockcar Championship",6.80566,2.75,1998
"747",6737,548,11156,"Cranium",5.70269,1.4471,1998
"748",6,1,27,"Ad Mania",4.33333,1,1997
"749",6,1,39,"Stir Crazy",6.83333,4,1996
"750",56,4,170,"Movie Mania",4.56927,2,1992
"751",100,7,206,"City",5.6455,1.7143,1988
"752",2995,342,5130,"Meuterer",6.94857,2.3187,2000
"753",1657,152,1576,"Hamsterrolle",6.846,1.0789,2000
"754",4422,501,4595,"Dream Factory",7.07704,2.1198,2000
"755",27,5,95,"Vagabondo",5.72222,1.6,1979
"756",119,9,232,"Abilene",5.78319,1.6667,1983
"757",4,1,6,"Beheaded",5.25,1,1998
"758",2153,213,2915,"Tally Ho!",6.11415,1.4977,1973
"759",174,16,153,"Saturn",6.76695,1.25,1997
"760",160,13,187,"Kunst Stücke",6.52,2.3846,1995
"761",362,52,863,"Empires of the Middle Ages",7.1254,3.5577,1980
"762",365,52,731,"Pacific Victory",6.89111,3.1731,2000
"763",320,28,1129,"High Bohn",6.68691,1.8214,2000
"764",35,1,70,"Battle Platform Antilles",4.9,1,2000
"765",6761,682,8152,"Mystery of the Abbey",6.5453,2.2126,1995
"766",82,9,172,"Piraten-Pitt",6.0878,1.2222,2000
"767",221,27,465,"Ultimate Outburst",6.1733,1.3704,1999
"768",675,99,905,"Breakaway Rider",6.14726,1.2828,1963
"769",3786,436,3717,"Werewolf",6.65773,1.3899,1986
"770",12890,1233,23159,"Catan: Cities & Knights",7.47678,2.8978,1998
"771",154,12,307,"Lift Off",5.1711,1.4167,2000
"772",67,5,162,"Gerüchteküche",5.02239,1.2,2000
"773",5450,523,8218,"The Great Dalmuti",6.55348,1.3078,1995
"774",40,3,117,"Böse Buben",5.2625,1.3333,2000
"775",38,5,95,"Corner",6.42632,1.6,1980
"776",1137,108,1374,"Top Race",6.77162,1.75,1996
"777",105,8,207,"New Orleans Big Band",5.82714,1.875,1990
"778",75,4,196,"Die Kette von Saba",5.36667,1.5,1984
"779",446,50,739,"Australian Rails",6.93454,2.66,1994
"780",1044,85,1523,"The Fury of Dracula",6.91697,2.5765,1987
"781",258,23,446,"1825 Unit 1",6.79438,3.6087,1995
"782",1756,151,3573,"Enchanted Forest",5.73325,1.2781,1981
"783",1874,188,2178,"Star Wars: The Queen's Gambit",7.5559,2.5,2000
"784",126,12,284,"Karawane",6.16548,1.6667,1990
"785",1008,118,1360,"Turbo Taxi",6.05163,1.4746,2000
"786",26,3,81,"Gastérospeed",5.48077,1,2000
"787",2336,244,3861,"Ligretto",6.20476,1.209,1988
"788",341,35,411,"Mag·Blast",5.93727,1.5429,1998
"789",5,1,13,"Nametrain",5.3,1,1993
"790",54,4,117,"Trivia for Dummies",5.22222,1,1998
"791",185,17,334,"Dao",5.31189,1.5294,1999
"792",2004,173,3971,"Twixt",6.58231,2.3757,1964
"793",393,44,699,"Four Dragons",6.62681,2.3636,2000
"794",118,7,247,"Pony Express",5.26212,1.8571,1991
"795",87,12,154,"Super Giant Monster Showdown",6.00191,2.0833,1999
"796",137,12,323,"Azteca",5.94348,3.3333,2000
"797",35,4,101,"PanzerZug",6.17857,1.75,1998
"798",263,25,479,"Orcz",5.44886,1.8,2000
"799",65,18,301,"Luftschiff",7.04308,3.2778,1996
"800",2,1,6,"Grapple",4,1,1999
"801",18,1,53,"ZOKI",5.25,1,2000
"802",1156,107,1712,"The Gardens of the Alhambra",6.1408,1.8131,1993
"803",185,19,178,"Kapitän Wackelpudding",6.23491,1.1053,1994
"804",271,26,607,"Ben Hurt",5.62823,1.7308,1996
"805",22,1,68,"Kommissar X",4.75,1,1992
"806",28,5,83,"The Keep",5.82714,1.8,1983
"807",181,15,398,"The Powerpuff Girls: Saving the World Before Bedtime",5.96602,1.2,2000
"808",987,112,2220,"Al Cabohne",5.96925,1.7589,2000
"809",467,48,903,"Amoeba Wars",6.00418,2.1042,1981
"810",319,28,775,"Tangoes",5.74357,1.5357,1980
"811",62,6,167,"Name Burst",6.1629,1.8333,1992
"812",4,1,9,"Corner the Market",4,2,1999
"813",3212,336,5143,"Babel",6.70869,2.4018,2000
"814",2507,325,4565,"Kingmaker",6.44855,3.0738,1974
"815",393,28,588,"Zapp Zerapp",6.12003,1.2857,2000
"816",23,1,80,"1848",4.54348,3,1998
"817",32,5,71,"90 Grad",6.7,2.6,2000
"818",25,1,98,"Alcazar",6.172,2,1978
"819",196,26,324,"An den Ufern des Nils",6.35306,2.3462,1994
"820",10,2,25,"Auf Trab im Sulkydrom",4.9,1.5,1998
"821",76,8,163,"Svea Rike: Batalj",4.92105,2.5,1998
"822",90,5,258,"Canaletto",5.36444,2,1995
"823",111,15,229,"Panda Monium",5.38559,1,1994
"824",36,2,113,"Corona",6.675,2.5,1974
"825",173,21,337,"Vendetta",5.00896,1.2857,1988
"826",427,52,829,"Cosmic Eidex",6.89194,2.6731,1998
"827",52,6,149,"Das Regeln Wir Schon",6.40192,2.1667,1994
"828",74,7,254,"Der Feuersalamander",5.81419,2.2857,1988
"829",14,1,30,"Der Tiger ist los",5.21429,2,1998
"830",94,3,200,"Die Erbraffer",5.37021,1.6667,1994
"831",156,18,312,"Die Hanse",5.7234,2.2778,1993
"832",64,3,127,"Die Schlangen von Delhi",5.58281,1.6667,1994
"833",9,2,24,"Diver",4.16667,1.5,1998
"834",66,11,273,"Dream Team",4.96364,1.7273,1997
"835",107,9,361,"Die Magier",5.69252,1.8889,1985
"836",65,6,110,"Energie Poker",6.68462,2.6667,1980
"837",128,20,234,"Fief 2",6.91016,2.9,1989
"838",9,1,26,"Finger weg von Mona Lisa",6.77778,2,1999
"839",16,3,43,"Finito",5.625,1,1997
"840",848,87,830,"Fresh Fish",6.66109,3.046,1997
"841",21,2,59,"Galaxis",5.80952,2,1999
"842",29,2,116,"Le Gang des Traction-Avant",6.24138,1.5,1984
"843",106,6,265,"Canyon: Grand Canyon",6.38113,2.1667,1999
"844",8,2,23,"Himalaya",5.75,2,1998
"845",108,10,206,"Kraut & Rüben",5.98981,1.2,1998
"846",31,3,125,"Lieber bairisch sterben",6.73548,3,1988
"847",253,27,473,"TV Wars",5.5081,1.963,1987
"848",1626,228,2830,"B-17: Queen of the Skies",6.9437,2.3465,1981
"849",25,4,181,"Xenophon: 10,000 Against Persia",6.496,3.75,2000
"850",2677,391,4935,"Squad Leader",7.4724,4.0384,1977
"851",569,44,863,"Speculation",6.77361,2,1992
"852",608,59,859,"Deadlands: Doomtown",7.28883,3.0169,1998
"853",1473,148,2400,"Tantrix",6.37761,2.2162,1991
"854",3806,463,3921,"San Marco",7.19005,2.6847,2001
"855",2601,215,3648,"Dragon's Gold",6.49394,1.6977,2001
"856",67,7,77,"Pitstop",6.15672,1.5714,2001
"857",855,110,1712,"Gunslinger",7.06806,3.2545,1982
"858",46,2,109,"Malawi",6.25978,2,1986
"859",17,2,57,"Max.X",6.17647,2,1998
"860",22,6,54,"MeM",7.24318,4,1968
"861",5,1,16,"Momo",7.1,2,1987
"862",21,4,46,"Mutternland",7.02381,3.5,1997
"863",59,6,240,"Orbit",6.37288,2,1993
"864",38,5,60,"Pacific Northwest Rails",6.10526,3,1998
"865",7,1,45,"Paule Panik",6.07143,1,1996
"866",24,2,65,"Piratenpoker",4.66667,1,1998
"867",15,1,55,"Pow Wow",5.4,1,1987
"868",14,1,35,"Rockets",4.71429,1,1998
"869",16,1,38,"Sansibar",5.125,1,1991
