"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"33893",44,2,292,"Carcassonne: Bonusplättchen Spiel 2015",6.64773,2,2015
"33894",89,6,571,"The Game on Fire (expansion)",6.70337,1.3333,2015
"33895",3,2,3,"Unitar",6.66667,4.5,2015
"33896",50,5,288,"Treasure Hunter: Queenie 1 – Band of Goblins",6.956,2.4,2015
"33897",30,2,344,"Among the Stars: Revival – Kickstarter Stretch Goals",7.43333,3,2015
"33898",12,1,16,"Aladin's fliegender Teppich",5.1,1,2015
"33899",7,1,12,"The Eng Chiang",5,1,2015
"33900",1,1,2,"Matringo",4,1,2015
"33901",8,2,15,"實話實說 (Straight Talk)",6.7125,1,2013
"33902",10,1,11,"Angry Birds: Action Game",4.65,1,2013
"33903",11,1,40,"Project Mars",7.26364,2,2016
"33904",52,6,177,"Win/Lose Revolution",5.54808,1,2015
"33905",59,2,548,"Orléans: Die Reise nach Tours",7.18983,2.5,2015
"33906",368,9,1027,"Minecraft Card Game?",5.94455,1.3333,2015
"33907",5,1,17,"Orbital Mines",2,1,2015
"33908",74,4,129,"Mini Mölkky",7.54473,1,2013
"33909",256,8,1431,"Mysterium: Promo Cards",7.57441,1.625,2015
"33910",61,5,211,"Pick the Lock",5.48852,1.2,2016
"33911",153,2,247,"Die fiesen 7",6.4281,1.5,2015
"33912",205,10,425,"Tavarua",7.58127,2.2,2016
"33913",67,1,591,"Descent: Journeys in the Dark (Second Edition) – Stewards of the Secret",7.87015,3,2016
"33914",6,1,16,"Black Stories: Bibel Edition",6.31667,1,2015
"33915",3,1,2,"Posit: 3-D board game",6.33333,2,1991
"33916",64,3,610,"Camel Up: The Referee Camel",6.59594,1,2015
"33917",329,6,876,"Tokaido Deluxe Edition",7.96292,1.6667,2015
"33918",3,1,14,"Kaichin",5.33333,3,2015
"33919",27,1,188,"The World of Smog: On Her Majesty's Service – Gentleman Pack",7.44444,2,2015
"33920",41,2,322,"The Golden Ages: Wonderpack",7.02634,3.5,2015
"33921",16,1,15,"Vault",7.5625,2,2015
"33922",2,1,16,"Jack Attack",7.5,2,2014
"33923",6,1,1,"Runa Negra",7.5,3,2016
"33924",7,2,23,"Bowling Dice Game",5.71429,1,2015
"33925",52,4,188,"Zimby Mojo",7.85423,3,2016
"33926",23,1,89,"Pictopia: Star Wars Edition",5.97826,1,2015
"33927",1,1,6,"Going Ashore",7,2,2015
"33928",14,1,77,"IKI: Essen 2015 Promo",7.52143,2,2015
"33929",27,2,97,"Hunt: The Unknown Quarry",6.42593,2,2015
"33930",25,1,326,"Assault on Doomrock: Doompocalypse – Kickstarter Promo Pack",7.442,1,2015
"33931",47,1,563,"Escape: The Curse of the Temple – Totem Chamber",7.59596,1,2015
"33932",7,2,8,"Mr. Maksimov's Manor",6.78571,1.5,2016
"33933",6,1,7,"Vasty Wilds",7.53333,1,2015
"33934",79,4,106,"Tofu Kingdom",6.91051,1.5,2015
"33935",25,1,172,"Die Legenden von Andor: Chada & Thorn – Stinner: Die Solo Erweiterung",6.88,2,2015
"33936",45,1,572,"Escape: The Curse of the Temple – Exchange Chamber and Teleporter Chamber",7.52911,1,2015
"33937",20,1,64,"Elementos",6.8875,2,2015
"33938",24,2,52,"Super PACS",7.38333,1.5,2016
"33939",42,5,68,"RallyRas",6.83357,1.4,2015
"33940",19,1,166,"Run, Fight, or Die!: Jive Cat Boss Expansion",6.44737,2,2015
"33941",24,1,204,"Run, Fight, or Die!: Solo",6.74167,3,2015
"33942",2,1,26,"Character Quest: Heroes The Card Game – Game Pack #3: Haunted Oak",6.5,2,2016
"33943",17,1,248,"Heroes of Normandie: Guardian's Chronicles Expansion Pack",6.88235,3,2015
"33944",27,1,347,"Shadows over Normandie: Cthulhu Mythos Call One",7.22222,2,2015
"33945",2,1,6,"The Prince: The Struggle of House Borgia – Condottiere",5.5,2,2004
"33946",29,2,363,"Coup: Jester and Bureaucrat Promos",7.73103,1,2015
"33947",6,2,40,"Surrender Unto Caesar: The Siege of Alesia, 52 BCE",6.16667,1.5,2015
"33948",18,2,294,"Coup: Speculator Promo",7.33333,1,2015
"33949",510,15,2105,"The Voyages of Marco Polo: The New Characters",8.15108,3.2,2015
"33950",308,10,744,"Baseball Highlights: 2045 – Super Deluxe Edition",8.08967,2.1,2015
"33951",33,3,49,"Pacal's Rocket",6.42879,2,2015
"33952",4,1,14,"Snoopy Flying Ace Game",5.425,1,2015
"33953",4,1,5,"Halloween",6.5,1,2015
"33954",539,19,1790,"Tiny Epic Galaxies Deluxe Edition",7.64392,2.0526,2015
"33955",2,1,11,"Sock Puppet Charades",5.5,1,2015
"33956",20,4,92,"Wordwright",6.8625,1.25,2016
"33957",8,1,25,"The Terrifying Girl Disorder",6.45,2,2015
"33958",3,1,5,"It's A Chicken",5.66667,1,2011
"33959",279,9,641,"Burger Up",7.30039,1.7778,2016
"33960",5,1,13,"Manhattan TraffIQ: 5th Avenue",7.4,2,2015
"33961",5,1,13,"Manhattan TraffIQ: Broadway",7.4,2,2015
"33962",5,1,12,"Manhattan TraffIQ: East River",7.4,2,2015
"33963",240,15,539,"Healthy Heart Hospital",7.35565,2.8,2015
"33964",5,1,0,"True Messiah",6.7,3,2017
"33965",30,3,233,"Cave Evil: Warcults",8.36667,3.6667,2016
"33966",251,16,265,"Mythic Battles: Pantheon",9.34044,2.9375,2017
"33967",9,2,29,"Four Wizards",7.27778,1,2015
"33968",49,3,134,"Cadaver",6.36939,1.3333,2016
"33969",2,1,8,"Yaochu!",5,1,2015
"33970",19,1,54,"Shahrazad",6.63158,1,2015
"33971",71,1,135,"Barnyard Roundup",7.34831,2,2016
"33972",2,1,7,"The Island of Doctor Necreaux: Second Edition",8.5,2,2017
"33973",10,1,138,"Super Dungeon Explore: Legends",6.7,2,2017
"33974",42,1,92,"The 7th Continent: Print & Play Demo",7.39881,3,2015
"33975",607,7,2699,"Legendary: Captain America 75th Anniversary",8.1026,2.1429,2016
"33976",58,3,100,"Tiefe Taschen",7.52241,2,2016
"33977",15,1,137,"Ascension: Theme Pack – Location Pack",7.3,2,2015
"33978",30,1,98,"Monopoly: Pokémon Kanto Edition",6.66667,2,2014
"33979",2,1,50,"Hangtown: The Tailings Pile",7,4,2015
"33980",1,1,4,"Flip Flop",8,4,2015
"33981",3,1,1,"Overpowered Arena",7.66667,1,2016
"33982",7,1,27,"The Grimwood",7.00714,2,2016
"33983",20,2,32,"Odd World",5.425,1,2015
"33984",33,3,120,"Khe Sanh '68",6.56818,1.6667,2015
"33985",20,2,213,"Super Dungeon Explore: Jack Scarecrow",7.585,2.5,2015
"33986",12,1,59,"Ghost Hunter: Witches",7,1,2015
"33987",34,3,142,"HoldFast: North Africa 1941-1942",6.15294,2,2016
"33988",32,4,123,"Suez '56: Anglo French Intervention in Egypt",7.01406,1.75,2015
"33989",10,5,24,"Pub Battles: Brandywine",8.35,2.2,2015
"33990",32,2,271,"Super Dungeon Explore: Beatrix The Witch Queen",8.07812,2.5,2015
"33991",14,3,23,"誰も出てこない。 (Everyone Does Not Come Out)",6.62857,2,2015
"33992",18,1,65,"Lettow-Vorbeck East Africa 1914-1918",6.63333,1,2015
"33993",26,4,91,"Irrational Game",4.76538,1,2016
"33994",13,1,96,"Munchkin Hidden Treasures",7.69231,2,2015
"33995",1,1,2,"BattleBo",7,1,2015
"33996",353,12,527,"4 Gods",6.43225,2.25,2016
"33997",3,1,10,"The Maze",4.83333,1,2015
"33998",1,1,10,"Help Peggy",6.5,2,2015
"33999",67,2,206,"Far East War 1592",7.17493,2.5,2016
"34000",30,1,135,"Boss Monster: Hidden Secrets",6.56667,2,2015
"34001",23,1,70,"The Martian Investigations",6.93478,3,2015
"34002",3,1,5,"Weekeewachee",5.729,1,2015
"34003",12,4,73,"MiG Alley: Air War Over Korea 1951",6.58333,2,2015
"34004",7,1,52,"Germantown: Washington Strikes",6.7,2,2015
"34005",8,1,40,"First Saratoga: Burgoyne's Gambit",5.2625,3,2015
"34006",70,3,602,"Simurgh: Call of the Dragonlord",7.47543,3.3333,2016
"34007",9,2,10,"Flip Hop",7.53333,1.5,2016
"34008",42,3,261,"10' to Kill: Expansions",6.89524,1.6667,2015
"34009",363,9,958,"The Dresden Files Cooperative Card Game",7.48777,2.1111,2017
"34010",2,1,3,"Snapstories",5.5,1,2015
"34011",4,1,6,"Dragons' Eggs",5,1,2015
"34012",235,9,595,"Here, Kitty, Kitty!",6.44192,1.2222,2016
"34013",18,1,22,"Get Laid!",6.03889,2,2016
"34014",1,2,4,"I Know An Old Woman",7,1,2015
"34015",16,1,33,"Scratch House",6.29375,2,2015
"34016",10,1,39,"Eight Epics: Hakkenden",6.93,2,2015
"34017",1,1,6,"寿司雀（Sushi-jong）",5,1,2015
"34018",56,2,400,"Zombicide: Ultimate Survivors #2",7.76786,2.5,2015
"34019",3,1,2,"Warning!Signs",6.33333,2,2016
"34020",228,1,734,"Marvel Dice Masters: Civil War",7.71338,2,2016
"34021",1,2,24,"The Front Nine: The Municipal Golf Club",8,2,2016
"34022",516,11,1046,"Vikings Gone Wild",7.90707,2.2727,2017
"34023",11,1,59,"Die Legenden von Andor: Chada & Thorn – Narkonna: Der vergessene Hafen",5.68182,2,2015
"34024",50,7,105,"Quissama",7.40602,2.7143,2015
"34025",6,1,16,"SHOOTERZ",6.83333,1,2014
"34026",62,2,148,"Dark Mages",6.95161,2,2016
"34027",58,4,103,"Zooscape",6.4681,1.25,2015
"34028",23,1,55,"Moon-Sun-Angel",7.13043,1,2015
"34029",31,1,321,"B-Sieged: Heroes Set 2",7.3,1,2016
"34030",25,2,78,"Irresponsibility: The Mr Toast Card Game",6.36,1.5,2015
"34031",24,1,238,"Loop Inc.: Expansion Cards",6.82708,2,2015
"34032",19,1,229,"Loop Inc.: Expansion Tiles",6.65,2,2015
"34033",31,4,59,"Emporion",7.16129,2,2016
"34034",54,6,428,"Thunderbirds: Devious Schemes Promo Card Set",7.49907,2.5,2015
"34035",5,1,12,"Tumult",6.2,1,2015
"34036",25,5,136,"Nemo's War (second edition)",8.08,2.4,2017
"34037",9,1,18,"Labyrint",4.88889,2,2015
"34038",3,1,29,"Age of Craft Expansion #2: Architecture Alliance",6.66667,3,2015
"34039",8142,292,13553,"Star Wars: Rebellion",8.54484,3.5685,2016
"34040",564,21,1248,"Covert",7.49832,3,2016
"34041",28,3,65,"Hérois & Monstros",7.00714,2.3333,2015
"34042",128,9,543,"The Horus Heresy: Betrayal at Calth",7.7125,2.5556,2015
"34043",441,6,1544,"Quests of Valeria",7.14168,1.8333,2017
"34044",122,4,448,"Pathfinder Adventure Card Game: Mummy's Mask – Base Set",8.34508,2.75,2016
"34045",24,3,69,"GKR: Heavy Hitters",8.4375,3,2017
"34046",22,1,28,"A birodalom bajnoka",7.88636,3,2015
"34047",3,1,7,"The Avengers: Uniti per vincere",6.33333,1,2015
"34048",7,2,10,"Tips Ahoy",6.07143,1,2014
"34049",1,1,2,"Sainome Colosseum",3,1,2015
"34050",50,2,211,"The Banner Saga: Warbands",5.642,2.5,2016
"34051",6,1,15,"Gagario",7.16667,1,2015
"34052",6,1,15,"The Waltzing Cat",7.5,2,2015
"34053",10,1,20,"Pagelaran Yogyakarta",6.33,3,2015
"34054",6,1,11,"Papecarz: The Papercraft Racing Board Game",6.45,2,2015
"34055",75,5,283,"Endure the Stars",7.004,2.6,2017
"34056",66,1,236,"Glen Drover's Empires: Galactic Rebellion",6.83788,3,2016
"34057",126,5,510,"Nerdy Inventions",5.93373,1.8,2015
"34058",13,1,28,"セブン (Seven)",7.15385,2,2015
"34059",30,2,59,"TimeBomb II",5.61667,1.5,2015
"34060",37,2,414,"Doomtown: Reloaded – Dirty Deeds",7.88378,3,2015
"34061",1,1,2,"Monster High: Potworrrnie wciągająca gra!",6.5,1,2014
"34062",7,1,69,"LZ Albany",6.71429,2,2016
"34063",52,2,284,"Deception: Murder in Hong Kong – Promo Pack",7.38558,1.5,2015
"34064",39,3,127,"Come To Fishing Village!",6.15513,2,2015
"34065",6,1,52,"Super Dungeon Explore: Frostbyte Ravagers",6.58333,2,2016
"34066",6,1,52,"Super Dungeon Explore: Crown Guard",6.58333,2,2017
"34067",6,1,54,"Super Dungeon Explore: The Midnight Tower",7.25,2,2016
"34068",16,1,153,"Secrets of the Lost Tomb: Fate's Fortune",7.53125,3,2016
"34069",120,1,506,"Islebound (Kickstarter edition)",7.81458,2,2016
"34070",4,1,1,"Covil: The Dark Overlords",7,3,2017
"34071",1,1,1,"Teblo",6.5,1,2015
"34072",1,1,2,"Bid, Bluff & Buy",3.3,1,2015
"34073",248,7,793,"Pyramid Arcade",8.32321,2.5714,2016
"34074",14,1,68,"Attack! Deluxe",6.48357,2,2016
"34075",3,2,16,"御用達 (Royal Warrant)",6.3,3,2015
"34076",83,6,138,"Nine Tiles",6.42602,1,2015
"34077",45,1,169,"Doughnut Drive-Thru",6.67911,1,2015
"34078",98,3,793,"Cards Against Humanity: Eight Sensible Gifts for Hanukkah",6.74796,1,2015
"34079",4,1,4,"Volcano Cove",7.5,2,2016
"34080",25,1,89,"One Hit Kill: Death & Lore Expansion",6.44,1,2015
"34081",134,1,306,"Taluva Deluxe",8.03049,3,2015
"34082",1,1,5,"Madstone",8,1,2016
"34083",7,1,18,"Arcade: Reinforcements – The Arachnoid",7.64286,3,2015
"34084",7,1,19,"Arcade: Reinforcements – The Minelayer Sidecar",7.42857,3,2015
"34085",2,2,1,"Ice Fisher",5.5,4,2015
"34086",35,4,40,"Ostroleka 26 maja 1831",8.72857,4.25,2015
"34087",92,3,492,"Good Cop Bad Cop: Undercover",7.26523,1.3333,2016
"34088",11,1,109,"Escape: The Curse of the Temple – The Cursed Gems",7.23636,1,2015
"34089",4,1,77,"B-17 Flying Fortress Leader",8.375,3,2016
"34090",2,1,11,"Car Wars: The Card Game – Out of Control Promo Card",7,1,2015
"34091",3,1,10,"Car Wars: The Card Game – Body Armor Promo Card",6.33333,1,2015
"34092",210,7,465,"Draconis Invasion",7.54262,2.4286,2016
"34093",140,7,429,"Avignon: A Clash of Popes",6.55207,1.2857,2016
"34094",122,2,337,"Complots",6.85533,1,2013
"34095",111,6,320,"Ravenous River",6.30766,1.6667,2016
"34096",65,3,130,"RONE",8.52769,2.6667,2016
"34097",46,1,588,"The Lord of the Rings: The Card Game – Flight of the Stormcaller",8.18478,3,2016
"34098",11,1,15,"Ten",6.90909,1,2015
"34099",6,3,9,"Toast!",7.125,1,2016
"34100",15,1,64,"Emotional IQ",6.58,1,2016
"34101",302,15,474,"Topoum",7.58371,2.5333,2016
"34102",47,7,199,"'65: Squad-Level Combat in the Jungles of Vietnam",7.88511,2.5714,2016
"34103",1,1,7,"999 Games trakteert!",6,2,2015
"34104",12,2,16,"MountTen",5.79167,1,2015
"34105",28,2,24,"Brides & Bribes",8.24286,3,2016
"34106",44,4,62,"Karty Dżentelmenów",5.88068,1,2015
"34107",5,1,193,"Eminent Domain: Battlecruisers – Heavy Assault",6.2,2,2015
"34108",18,2,202,"Gold West: Bandits Promo",7.30556,2.5,2015
"34109",6,2,6,"Global War 1936-1945",6.83333,3.5,2015
"34110",1,1,15,"Spookies extension 1: Dice Joker",7.5,1,2015
"34111",1,1,18,"Spookies extension 2: Spooky Ghost",6,1,2015
"34112",3,2,3,"Penta-Tricks",3.33333,2.5,2015
"34113",7,4,5,"Alakazam!",7.71429,1.5,2015
"34114",25,2,217,"Harbour: Ice Viking",6.872,2,2015
"34115",3,1,1,"Crop Circles",6,3,2015
"34116",1,1,1,"Umi-Para-Dice",5,3,2015
"34117",9,4,13,"Kiss My Ass 2nd edition",5.88889,1.5,2015
"34118",6,1,39,"In the Trenches: Devil Dogs",7.73333,3,2015
"34119",6,2,9,"Sector Prime",7.83333,2,2016
"34120",46,2,69,"Otrio",5.7413,1.5,2015
"34121",4,1,6,"Portugal (fan expansion to Age of Industry)",6.5,4,2012
"34122",10,1,33,"Sequence Cats",5.35,1,2013
"34123",59,2,456,"Cards Against Humanity: Food Pack",7.14068,1,2015
"34124",85,2,696,"Cards Against Humanity: Fantasy Pack",7.22353,1,2015
"34125",59,2,515,"Cards Against Humanity: World Wide Web Pack",7.19492,1,2015
"34126",11,1,45,"Yakitori",7.29545,1,2016
"34127",4,1,6,"Eye My Favorite Things",7.5,3,2015
"34128",22,1,204,"Dice City: Embassy",7.50909,3,2015
"34129",2,1,6,"世界イセキ発見 (Discovery of World Ruins)",6,2,2015
"34130",4,1,28,"1WW: World War One in Europe",4.75,1,2015
"34131",54,4,171,"GG",5.69074,1.5,2016
"34132",3,1,5,"UNO: Disney Planes – Fire & Rescue!",5,1,2014
"34133",68,1,89,"Spoilers",6.02206,1,2016
"34134",51,4,317,"The Great War: Tank Expansion",8.02463,2.25,2015
"34135",18,1,55,"Kings of War: Uncharted Empires",7.72222,3,2015
"34136",124,2,419,"Simon's Cat Card Game",6.22061,1.5,2016
"34137",9,2,16,"O Ataque dos Tubarões-Vampiros",7.22222,1,2015
"34138",17,1,130,"Ca$h 'n Guns (Second Edition): The Fast Gun",6.52941,2,2015
"34139",21,1,221,"Spirits of the Rice Paddy: Solo Play Components",6.90476,4,2015
"34140",2,1,1,"Puzzlage",5.5,1,2015
"34141",7,2,33,"Escape Room In A Box: The Werewolf Experiment",7.78571,2.5,2016
"34142",2,1,6,"Rumini: A szétszakadt térkép",5.5,2,2014
"34143",9,2,14,"Andromeda Fight League",6.66667,2,2015
"34144",10,1,88,"Invasion Afghanistan: The Soviet-Afghan War",7.05,2,2016
"34145",61,2,293,"AEG Black Friday Black Box 2015",5.48525,1.5,2015
"34146",41,2,156,"Crabs Adjust Humidity: Omniclaw Edition (unofficial expansion for Cards Against Humanity)",6.96951,1,2015
"34147",12,2,109,"Darkest Night Promo Pack: From Distant Lands",7.29167,3,2015
"34148",2,1,7,"Tank Attack! Card Game",3.5,2,2010
"34149",3485,64,5374,"Secret Hitler",7.62017,1.6875,2016
"34150",7,1,109,"Shadows over Normandie: Devil Boy",6.64286,3,2015
"34151",7,1,106,"Shadows over Normandie: Cthulhu",5,3,2015
"34152",8,1,75,"Shadows over Normandie: More Zombies",5.5,3,2015
"34153",8,1,110,"Shadows over Normandie: Ben's Game Shop",5.375,3,2015
"34154",270,9,401,"Incómodos Invitados",7.8843,2.2222,2016
"34155",26,2,148,"War of the Ring - Scenario: The Breaking of the Fellowship",8.42308,2.5,2012
"34156",24,3,78,"Teomachia: Mity Cthulhu",6.89583,3,2015
"34157",74,4,125,"Jewels",7.1277,2.25,2016
"34158",48,2,332,"This War of Mine: The Board Game",8.68542,3,2017
"34159",3,1,3,"Keeper's Dissension: Unchained!",6.66667,3,2016
"34160",24,2,70,"Maigo-Neko",5.88542,1.5,2015
"34161",24,2,125,"Bacon Wars",5.75833,2,2015
"34162",4,1,5,"Akvateka 3+1",6.5,2,2015
"34163",169,6,252,"Alienation",7.77367,1.1667,2016
"34164",2,1,7,"Solitaire Survival",6,1,2015
"34165",9,1,33,"Die Legenden von Andor: Koram, der Gor-Häuptling",7.83333,2,2015
"34166",6,1,25,"Afzakker Probeerspel",5.5,1,2015
"34167",30,1,54,"De Slimste Mens ter Wereld: Het Bordspel",7.29933,1,2015
"34168",1766,33,6044,"T.I.M.E Stories: A Prophecy of Dragons",7.96935,2.6061,2016
"34169",757,15,1447,"Sea of Clouds",6.98545,1.6,2016
"34170",3,1,11,"Lattice",5.66667,1,2015
"34171",125,4,403,"Tales & Games: The Pied Piper",6.70295,1.75,2016
"34172",121,5,367,"Red Flags",6.28612,1,2015
"34173",364,14,882,"Cavern Tavern",7.33003,2.6429,2016
"34174",16,2,105,"Poland in Flames",8.09375,4.5,2016
"34175",26,1,415,"Catan Scenarios: Santa Claus",6.68846,1,2015
"34176",14,2,25,"Relicblade: adventure battle game",8.42857,2,2015
"34177",2,1,5,"Point Salad: The Salad-Building Game",6.5,2,2016
"34178",54,1,489,"Fields of Arle: Advent Calendar Expansion",7.61759,4,2015
"34179",4,1,23,"Don't Take My Word",6.15,1,2013
"34180",76,3,145,"Top That!",6.21447,1.3333,2016
"34181",64,3,195,"Bill & Ted's Excellent Boardgame",6.3125,3,2016
"34182",84,1,703,"A Game of Thrones: The Card Game (Second Edition) – Wolves of the North",8.07738,3,2016
"34183",7,2,30,"Chicago Shootout",6.37143,1.5,2016
"34184",196,8,605,"Mi Tierra: New Era",7.1425,2.875,2016
"34185",48,2,373,"Las Vegas: The Slot Machine",7.10375,1.5,2015
"34186",9,2,4,"Le Dernier Peuple",5.22222,1,2015
"34187",1,1,1,"Big Wheel",3,1,1983
"34188",13,1,25,"曼荼羅 (Mandara)",6.96923,2,2015
"34189",6,1,25,"Heart of Crown: Path Before Heaven",6.96667,3,2015
"34190",127,8,391,"Saltlands",7.74567,2.75,2016
"34191",7,3,4,"Operación: Zombies Perú",7.42857,1.6667,2015
"34192",27,1,420,"Bohnanza: Bean Market",6.51889,2,2015
"34193",226,6,328,"Yeti",6.38938,1.8333,2016
"34194",39,1,435,"Warhammer 40,000: Conquest – Wrath of the Crusaders",7.7,2,2016
"34195",158,6,451,"Starving Artists",7.16487,2,2017
"34196",131,8,442,"Virus",7.16374,3.25,2016
"34197",3,1,11,"Nushi mo Waru Yonou",6.4,3,2015
"34198",25,1,319,"Loony Quest: Bonusplättchen Skier",6.144,1,2015
"34199",15,1,86,"Colt Express: Le tunnel avant l’arrivée en gare",7.81533,2,2015
"34200",11,1,68,"Zombies!!! 14: Space Bites!",6.47273,2,2015
"34201",8,1,15,"Stack Attack",5.8125,1,2015
"34202",5,1,8,"Splitters!: Någon djävla ordning ska det va i ett parti",6.8,2,2015
"34203",18,2,82,"Iron Bottom Sound III",7.9,2.5,2015
"34204",38,2,151,"Lab Wars",6.67105,2,2016
"34205",56,1,456,"Rokoko: The Festivity Dresses",7.07143,3,2015
"34206",38,3,385,"Imperial Settlers: Storage Tiles",7.36579,2.3333,2015
"34207",5,1,23,"Bay Area Regional Planner",6.8,1,2015
"34208",23,3,33,"Grand Bazaar",4.68478,1.3333,2015
"34209",45,3,68,"Love Letter: Star Wars",7.26156,1,2015
"34210",73,7,230,"Fallen Angel",7.43699,3.4286,2017
"34211",7,2,3,"Run, Bug, Run!",7.07143,1.5,2016
"34212",26,1,569,"Zooloretto: Skunk",6.46923,2,2015
"34213",2,1,15,"No Safe Harbor: The Raid on Darwin",6,2,2015
"34214",6,1,12,"iCubo",6.08333,2,2012
"34215",26,4,36,"Pingwiny z Madagaskaru",5.86538,2.25,2015
"34216",58,2,578,"Orléans: Christmas Market",7.15517,2,2015
"34217",39,1,520,"The Lord of the Rings: The Card Game – The Thing in the Depths",8.15,3,2016
"34218",40,2,70,"Tesseract",6.485,2,2015
"34219",39,2,498,"Die Glasstraße: Die Adventskalendererweiterung",7.13718,3.5,2015
"34220",284,6,1242,"XenoShyft: Dreadmire",7.62046,2.3333,2017
"34221",55,4,499,"Targi: The Action Tokens",7.02964,2.5,2015
"34222",47,2,365,"Abyss: Key Monster Tokens",7.01702,1.5,2015
"34223",24,2,87,"Dungeon Solitaire: Labyrinth of Souls",7.64583,1.5,2016
"34224",4,1,11,"The Hunted: Twilight of the U-Boats, 1943-45",8.25,3,2017
"34225",9,2,10,"Jungle Brunch (Second Edition)",7.33333,1,2015
"34226",1130,15,4398,"T.I.M.E Stories: Under the Mask",7.73419,2.4667,2016
"34227",23,1,164,"Exoplanets Expansion: Gravity",7.1087,2,2015
"34228",1,1,6,"The Row",6,1,2015
"34229",17,2,58,"Monsters Party: Voodoo Madness",7.11765,1.5,2016
"34230",458,9,2473,"Elder Sign: Omens of Ice",7.87908,2.2222,2016
"34231",16,1,140,"Cacao: Die Lichtung",6.625,1,2015
"34232",87,2,235,"Zombie Tower 3D",6.73774,2,2015
"34233",36,2,322,"Robinson Crusoe: Adventure on the Cursed Island – Crewman Deck I",7.68889,1,2015
"34234",3,1,1,"Castle Poker",5.66667,1,2015
"34235",324,4,1125,"Munchkin Marvel",7.07629,2.25,2016
"34236",1,1,0,"Peanut Farm",7.45,1,2014
"34237",194,9,574,"The Butterfly Garden",6.89631,1.3333,2016
"34238",35,2,336,"Level 7 [Omega Protocol]: Extreme Prejudice",8.17143,3,2016
"34239",93,3,297,"Scrimish Card Game",6.13548,1.3333,2015
"34240",17,2,274,"Wizard: The Christmas Wizards",6.56471,2,2015
"34241",24,3,106,"Space Pioneers",6.79167,1.6667,2016
"34242",33,2,378,"Doomtown: Reloaded – Foul Play",7.85455,3,2015
"34243",24,2,348,"Doomtown: Reloaded – Bad Medicine",7.88333,3,2016
"34244",85,13,164,"Ludi Gladiatorii",6.92282,1.7692,2015
"34245",1206,31,2017,"Tyrants of the Underdark",7.9852,2.4839,2016
"34246",13,2,29,"The Bermuda Crisis: Discovery Dawning (Second Edition)",7.02308,1.5,2016
"34247",131,2,938,"Talisman (Revised 4th Edition): The Cataclysm Expansion",8.02214,2.5,2016
"34248",11,2,21,"Aviary",6.59091,3,2016
"34249",106,2,422,"100 Swords: The Blue Mammoth's Dungeon",6.9283,1,2016
"34250",41,2,309,"100 Swords: The Chroma Dragon's Dungeon Builder Set",7.35366,1,2016
"34251",77,3,471,"Splendor: Special Noble Patron",7.28571,1.3333,2015
"34252",5,1,9,"Drink!",6.8,1,2016
"34253",4,1,4,"Into the Black: Boarding Party (A Game of Space Piracy)",8.25,3,2017
"34254",15,1,40,"Explorers of the Lost Valley",6.22467,1,2016
"34255",57,6,143,"The Contender: The Game of Presidential Debate",6.75263,1.1667,2015
"34256",80,2,570,"Cacao: Big Market & Golden Temple",7.135,2,2015
"34257",141,1,1055,"Star Wars: X-Wing Miniatures Game – Imperial Veterans Expansion Pack",8.31667,2,2016
"34258",3,2,13,"Tooting Town",6.33333,1,2015
"34259",2,2,1,"Maida 1806: Stuart vs. Reynier",7,3,2015
"34260",13,1,48,"Putin Strikes: The Coming War for Eastern Europe",7.19231,2,2016
"34261",33,1,406,"ZhanGuo: Brettspiel Adventskalender 2015 Expansion",7.58788,3,2015
"34262",16,1,31,"La Fallera Calavera 2: els ingredients de la discòrdia",7.875,2,2015
"34263",5,1,51,"Munchkin: Yule Log",7.4,2,2015
"34264",69,2,612,"The Castles of Burgundy: 6th Expansion - The Cloisters",7.57174,3,2015
"34265",77,13,649,"Plan Orange: Pacific War 1930 - 1935",7.51948,3.3077,2016
"34266",4,1,13,"Iron Cross",7.25,3,2015
"34267",64,4,181,"Bloc by Bloc: The Insurrection Game",7.71406,3,2016
"34268",5,2,13,"Kito",3,1,2015
"34269",20,1,52,"Eye Found It: Journey Through Time",6.8,1,2015
"34270",60,4,192,"Sans Alliés",7.45433,1.5,2016
"34271",3,1,1,"Ninja Squares",6.75,3,2015
"34272",5,1,28,"1936: What If",7.8,2,2016
"34273",5,1,11,"Shopkins Shopping Cart Sprint Game",4.4,1,2015
"34274",13,5,42,"Fire of Eidolon",7.61538,2,2016
"34275",95,5,174,"Aventuria Adventure Card Game",7.54474,2,2016
"34276",16,3,57,"Star Wars: Duels Card Game",4.63125,1,2015
"34277",15,1,9,"Thwarted! A Game of Super-Villainy",8.06667,1,2016
"34278",1,1,40,"Dawn: Rise of the Occulites – Ignis Tribe Expansion",8,2,2014
"34279",1,1,39,"Dawn: Rise of the Occulites –  Nimbus Tribe Expansion",8,2,2014
"34280",1,1,40,"Dawn: Rise of the Occulites – Floris Tribe Expansion",8,2,2014
"34281",43,3,838,"Power Grid: High-Voltage DC Transmission Passage C",7.21977,2.3333,2015
"34282",15,3,35,"CATS: a sad but necessary cycle of violent predatory behavior",6.8,2.3333,2016
"34283",14,2,78,"CitiesUP",4.17857,2.5,2016
"34284",20,2,274,"El Gaucho: Fodder for the Cattle",6.8735,2,2015
